station_id,sensor_id,sensor_code,sensor_name,quantity,unit,dt,value,lat,lon,station_name
573,24,IDRO,Idrometro,,m,2025-10-27 18:00:00,1.36,45.83388,13.214675,Chiarisacco F. Corno
