station_id,station_name,variable,value,dt,lat,lon,gestore,source
ARPAV::184,Zero Branco,PREC,0.0,2026-06-21 14:00:00+00:00,45.60991,12.12088,ARPAV,ARPAV
ARPAV::185,Vazzola - Tezze,PREC,0.0,2026-06-21 14:00:00+00:00,45.81168647,12.34189762,ARPAV,ARPAV
ARPAV::186,Gaiarine,PREC,0.0,2026-06-21 14:00:00+00:00,45.89217558,12.49348723,ARPAV,ARPAV
ARPAV::187,Roncade,PREC,0.0,2026-06-21 14:00:00+00:00,45.64140487,12.39588815,ARPAV,ARPAV
ARPAV::188,Villorba,PREC,0.0,2026-06-21 14:00:00+00:00,45.74894328,12.23496228,ARPAV,ARPAV
ARPAV::189,Valdobbiadene - Bigolino,PREC,0.0,2026-06-21 14:00:00+00:00,45.88205751,12.0070972,ARPAV,ARPAV
ARPAV::19,Agordo,PREC,1.8,2026-06-21 14:00:00+00:00,46.27804651,12.03319083,ARPAV,ARPAV
ARPAV::190,Brustole' (Velo d'Astico),PREC,0.8,2026-06-21 14:00:00+00:00,45.80132477,11.34330714,ARPAV,ARPAV
ARPAV::191,Molini (Laghi),PREC,0.2,2026-06-21 14:00:00+00:00,45.83331375,11.25603835,ARPAV,ARPAV
ARPAV::192,Passo Xomo (Posina),PREC,0.0,2026-06-21 14:00:00+00:00,45.77777304,11.2376662,ARPAV,ARPAV
ARPAV::195,Farra di Soligo,PREC,0.4,2026-06-21 14:00:00+00:00,45.9021246,12.10445916,ARPAV,ARPAV
ARPAV::196,Oderzo,PREC,0.0,2026-06-21 14:00:00+00:00,45.76569434,12.52427035,ARPAV,ARPAV
ARPAV::197,Maser,PREC,0.0,2026-06-21 14:00:00+00:00,45.77892133,11.94236996,ARPAV,ARPAV
ARPAV::199,Longarone,PREC,0.0,2026-06-21 14:00:00+00:00,46.26152058,12.30351169,ARPAV,ARPAV
ARPAV::200,Lamon - Sala,PREC,1.6,2026-06-21 14:00:00+00:00,46.04985912,11.74647606,ARPAV,ARPAV
ARPAV::203,Passo Valles,PREC,5.0,2026-06-21 14:00:00+00:00,46.33914263,11.80160227,ARPAV,ARPAV
ARPAV::204,Ponte di Piave,PREC,0.0,2026-06-21 14:00:00+00:00,45.71711766,12.5239352,ARPAV,ARPAV
ARPAV::21,Sant'Andrea (Gosaldo),PREC,3.2,2026-06-21 14:00:00+00:00,46.22965097,11.95772698,ARPAV,ARPAV
ARPAV::211,Codevigo - Ca' di Mezzo,PREC,0.0,2026-06-21 14:00:00+00:00,45.22690363,12.14506095,ARPAV,ARPAV
ARPAV::216,Cansiglio - Tramedere,PREC,0.6,2026-06-21 14:00:00+00:00,46.07747932,12.41476528,ARPAV,ARPAV
ARPAV::217,Feltre,PREC,0.0,2026-06-21 14:00:00+00:00,46.01620135,11.89462516,ARPAV,ARPAV
ARPAV::218,Asiago - aeroporto,PREC,3.4,2026-06-21 14:00:00+00:00,45.88342502,11.51100804,ARPAV,ARPAV
ARPAV::219,Rovina di Cancia (Borca di Cadore Q1373),PREC,0.0,2026-06-21 14:00:00+00:00,46.43717725,12.24264349,ARPAV,ARPAV
ARPAV::22,Sant'Antonio Tortal,PREC,0.0,2026-06-21 14:00:00+00:00,46.04834616,12.15448034,ARPAV,ARPAV
ARPAV::220,Treviso,PREC,0.0,2026-06-21 14:00:00+00:00,45.68093386,12.22154715,ARPAV,ARPAV
ARPAV::221,Trecenta,PREC,0.0,2026-06-21 14:00:00+00:00,45.02166616,11.42663109,ARPAV,ARPAV
ARPAV::223,Falcade,PREC,5.8,2026-06-21 14:00:00+00:00,46.355567,11.869723,ARPAV,ARPAV
ARPAV::224,Valle di Cadore,PREC,0.2,2026-06-21 14:00:00+00:00,46.41544389,12.3323414,ARPAV,ARPAV
ARPAV::227,Mogliano Veneto,PREC,0.0,2026-06-21 14:00:00+00:00,45.5807425,12.30779083,ARPAV,ARPAV
ARPAV::230,Campagna Lupia - Valle Averto,PREC,0.0,2026-06-21 14:00:00+00:00,45.34941987,12.14155693,ARPAV,ARPAV
ARPAV::231,Sant'Apollinare (Rovigo),PREC,0.0,2026-06-21 14:00:00+00:00,45.03340149,11.8259685,ARPAV,ARPAV
ARPAV::232,Bassano del Grappa,PREC,0.0,2026-06-21 14:00:00+00:00,45.78504906,11.73017735,ARPAV,ARPAV
ARPAV::234,Padova,PREC,0.0,2026-06-21 14:00:00+00:00,45.397192,11.845461,ARPAV,ARPAV
ARPAV::235,Soffranco,PREC,0.0,2026-06-21 14:00:00+00:00,46.278202,12.24278045,ARPAV,ARPAV
ARPAV::236,San Martino d'Alpago,PREC,0.2,2026-06-21 14:00:00+00:00,46.18043287,12.39682227,ARPAV,ARPAV
ARPAV::237,Cortina d'Ampezzo - Gilardon,PREC,0.2,2026-06-21 14:00:00+00:00,46.53668964,12.12739699,ARPAV,ARPAV
ARPAV::238,Misurina,PREC,0.0,2026-06-21 14:00:00+00:00,46.5764122,12.25007045,ARPAV,ARPAV
ARPAV::239,Col di Pra',PREC,2.6,2026-06-21 14:00:00+00:00,46.29588807,11.92891208,ARPAV,ARPAV
ARPAV::240,Vittorio Veneto,PREC,0.4,2026-06-21 14:00:00+00:00,45.98539025,12.30760378,ARPAV,ARPAV
ARPAV::245,Quero,PREC,0.0,2026-06-21 14:00:00+00:00,45.9255196,11.93977502,ARPAV,ARPAV
ARPAV::246,Costalta,PREC,0.0,2026-06-21 14:00:00+00:00,46.57877599,12.57556615,ARPAV,ARPAV
ARPAV::247,Casamazzagno,PREC,0.0,2026-06-21 14:00:00+00:00,46.59389393,12.51561664,ARPAV,ARPAV
ARPAV::248,Piana di Marcesina - Rendole,PREC,3.2,2026-06-21 14:00:00+00:00,45.94933182,11.61226574,ARPAV,ARPAV
ARPAV::25,Sospirolo,PREC,0.0,2026-06-21 14:00:00+00:00,46.14063559,12.07539462,ARPAV,ARPAV
ARPAV::251,Bosco Chiesanuova,PREC,0.0,2026-06-21 14:00:00+00:00,45.61935401,11.03859258,ARPAV,ARPAV
ARPAV::252,Venezia - Istituto Cavanis,PREC,0.0,2026-06-21 14:00:00+00:00,45.42996715,12.32809643,ARPAV,ARPAV
ARPAV::253,Valeggio sul Mincio,PREC,9.4,2026-06-21 14:00:00+00:00,45.36036737,10.73179344,ARPAV,ARPAV
ARPAV::260,Colognola ai Colli,PREC,0.0,2026-06-21 14:00:00+00:00,45.42497835,11.22419922,ARPAV,ARPAV
ARPAV::262,Valpore (Seren del Grappa),PREC,0.0,2026-06-21 14:00:00+00:00,45.89728311,11.80606051,ARPAV,ARPAV
ARPAV::264,Belluno - aeroporto,PREC,0.0,2026-06-21 14:00:00+00:00,46.16467858,12.24470834,ARPAV,ARPAV
ARPAV::265,Galzignano - Ca' Demia,PREC,0.0,2026-06-21 14:00:00+00:00,45.30014284,11.74268777,ARPAV,ARPAV
ARPAV::266,Santa Giustina Bellunese,PREC,1.0,2026-06-21 14:00:00+00:00,46.07841194,12.07247911,ARPAV,ARPAV
ARPAV::268,Sella Ciampigotto,PREC,0.0,2026-06-21 14:00:00+00:00,46.48692303,12.58466111,ARPAV,ARPAV
ARPAV::278,Agno a Recoaro Terme,PREC,0.0,2026-06-21 14:00:00+00:00,45.70199328,11.21470019,ARPAV,ARPAV
ARPAV::292,Muson dei Sassi a Castelfranco Veneto,PREC,0.0,2026-06-21 14:00:00+00:00,45.66983651,11.92027581,ARPAV,ARPAV
ARPAV::295,Gua' a Cologna Veneta,PREC,0.0,2026-06-21 14:00:00+00:00,45.31652621,11.38324121,ARPAV,ARPAV
ARPAV::298,Monticano a Fontanelle,PREC,0.0,2026-06-21 14:00:00+00:00,45.83694613,12.43991791,ARPAV,ARPAV
ARPAV::299,Monticano a Gorgo al Monticano,PREC,0.0,2026-06-21 14:00:00+00:00,45.78572084,12.53899329,ARPAV,ARPAV
ARPAV::3,Arabba,PREC,1.2,2026-06-21 14:00:00+00:00,46.49998395,11.87607301,ARPAV,ARPAV
ARPAV::305,Astico a Lugo di Vicenza,PREC,0.0,2026-06-21 14:00:00+00:00,45.74036652,11.52328382,ARPAV,ARPAV
ARPAV::315,Agno a Ponte Brogliano,PREC,0.0,2026-06-21 14:00:00+00:00,45.59010662,11.3697627,ARPAV,ARPAV
ARPAV::317,Gua' a Ponte Gua',PREC,0.0,2026-06-21 14:00:00+00:00,45.4921808,11.39176197,ARPAV,ARPAV
ARPAV::321,Retrone a Vicenza S.Agostino,PREC,0.0,2026-06-21 14:00:00+00:00,45.52548627,11.52144451,ARPAV,ARPAV
ARPAV::334,Bacchiglione a Padova Voltabarozzo,PREC,0.0,2026-06-21 14:00:00+00:00,45.38613829,11.9056263,ARPAV,ARPAV
ARPAV::345,Gallio,PREC,3.0,2026-06-21 14:00:00+00:00,45.88022083,11.55281023,ARPAV,ARPAV
ARPAV::346,La Secca,PREC,0.0,2026-06-21 14:00:00+00:00,46.12987309,12.31830088,ARPAV,ARPAV
ARPAV::347,Passo Falzarego nivo (Q1988),PREC,1.2,2026-06-21 14:00:00+00:00,46.52016977,12.02802485,ARPAV,ARPAV
ARPAV::348,Roncadin (Chies d'Alpago),PREC,0.0,2026-06-21 14:00:00+00:00,46.19073266,12.40789032,ARPAV,ARPAV
ARPAV::350,Valstagna,PREC,1.2,2026-06-21 14:00:00+00:00,45.86245484,11.65923289,ARPAV,ARPAV
ARPAV::351,Solagna Villaggio del sole,PREC,0.2,2026-06-21 14:00:00+00:00,45.84011076,11.72922641,ARPAV,ARPAV
ARPAV::37,Passo Falzarego,PREC,1.4,2026-06-21 14:00:00+00:00,46.51873107,12.00683651,ARPAV,ARPAV
ARPAV::402,Biois a Cencenighe,PREC,2.4,2026-06-21 14:00:00+00:00,46.35236803,11.96646096,ARPAV,ARPAV
ARPAV::404,Astico a Pedescala,PREC,0.8,2026-06-21 14:00:00+00:00,45.84468696,11.36725287,ARPAV,ARPAV
ARPAV::409,Chiampo,PREC,0.0,2026-06-21 14:00:00+00:00,45.53646508,11.29382418,ARPAV,ARPAV
ARPAV::425,Bibione,PREC,0.0,2026-06-21 14:00:00+00:00,45.64137219,13.07746832,ARPAV,ARPAV
ARPAV::451,Vicenza - Sant'Agostino,PREC,0.0,2026-06-21 14:00:00+00:00,45.52434984,11.52039317,ARPAV,ARPAV
ARPAV::454,Favaro Veneto,PREC,0.0,2026-06-21 14:00:00+00:00,45.51730828,12.2784802,ARPAV,ARPAV
ARPAV::464,Nogarolo di Tarzo,PREC,0.0,2026-06-21 14:00:00+00:00,45.98658333,12.24608334,ARPAV,ARPAV
ARPAV::47,Faloria,PREC,0.0,2026-06-21 14:00:00+00:00,46.52744551,12.17508664,ARPAV,ARPAV
ARPAV::48,Podestagno (Cortina d'Ampezzo),PREC,0.2,2026-06-21 14:00:00+00:00,46.59362172,12.11232905,ARPAV,ARPAV
ARPAV::50,Villanova (Borca di Cadore),PREC,0.2,2026-06-21 14:00:00+00:00,46.44327375,12.20626034,ARPAV,ARPAV
ARPAV::505,Ponte Rio Cordon (Selva di Cadore),PREC,1.0,2026-06-21 14:00:00+00:00,46.45098415,12.09595652,ARPAV,ARPAV
ARPAV::510,Caprino Veronese - Platano,PREC,0.0,2026-06-21 14:00:00+00:00,45.60804812,10.81463468,ARPAV,ARPAV
ARPAV::53,Auronzo,PREC,1.4,2026-06-21 14:00:00+00:00,46.55625348,12.42593677,ARPAV,ARPAV
ARPAV::55,Pian del Crep (Val di Zoldo),PREC,1.0,2026-06-21 14:00:00+00:00,46.37934829,12.09312208,ARPAV,ARPAV
ARPAV::551,Sant'Elena,PREC,0.0,2026-06-21 14:00:00+00:00,45.196595,11.69453713,ARPAV,ARPAV
ARPAV::554,Muson dei Sassi ad Asolo,PREC,0.0,2026-06-21 14:00:00+00:00,45.78576616,11.89466078,ARPAV,ARPAV
ARPAV::56,Forno di Zoldo - Campo,PREC,0.8,2026-06-21 14:00:00+00:00,46.34666725,12.1845653,ARPAV,ARPAV
ARPAV::568,Rovina di Cancia (Q2267),PREC,0.2,2026-06-21 14:00:00+00:00,46.44743181,12.2504163,ARPAV,ARPAV
ARPAV::569,Rovina di Cancia (Q1690),PREC,0.0,2026-06-21 14:00:00+00:00,46.44219886,12.24555485,ARPAV,ARPAV
ARPAV::572,Ospedaletto Euganeo,PREC,0.0,2026-06-21 14:00:00+00:00,45.2345589,11.60648596,ARPAV,ARPAV
ARPAV::574,Follina,PREC,0.2,2026-06-21 14:00:00+00:00,45.96032669,12.12185345,ARPAV,ARPAV
ARPAV::575,Rio Chiesa Alto (Livinallongo),PREC,1.6,2026-06-21 14:00:00+00:00,46.48945123,11.96341809,ARPAV,ARPAV
ARPAV::577,Breda di Piave - Via Bovon,PREC,0.0,2026-06-21 14:00:00+00:00,45.7232319,12.37967204,ARPAV,ARPAV
ARPAV::58,Santo Stefano di Cadore,PREC,0.0,2026-06-21 14:00:00+00:00,46.55719592,12.55254488,ARPAV,ARPAV
ARPAV::59,Domegge di Cadore,PREC,0.2,2026-06-21 14:00:00+00:00,46.46094955,12.41035969,ARPAV,ARPAV
ARPAV::60,Malga Campobon (San Pietro di Cadore),PREC,0.0,2026-06-21 14:00:00+00:00,46.64463814,12.60365549,ARPAV,ARPAV
ARPAV::600,Grumolo delle Abbadesse,PREC,0.0,2026-06-21 14:00:00+00:00,45.51669272,11.65407532,ARPAV,ARPAV
ARPAV::608,Rio Rudan (Antelao),PREC,0.0,2026-06-21 14:00:00+00:00,46.442017,12.264492,ARPAV,ARPAV
ARPAV::61,Cordevole di Visdende a Cima Canale,PREC,0.2,2026-06-21 14:00:00+00:00,46.6020538,12.63080725,ARPAV,ARPAV
ARPAV::610,Fener,PREC,0.0,2026-06-21 14:00:00+00:00,45.898557,11.946735,ARPAV,ARPAV
ARPAV::611,Bovolenta,PREC,0.0,2026-06-21 14:00:00+00:00,45.276565,11.932629,ARPAV,ARPAV
ARPAV::612,La Guarda (Cesiomaggiore),PREC,1.8,2026-06-21 14:00:00+00:00,46.12827704,11.94469992,ARPAV,ARPAV
ARPAV::613,Chioggia (centro),PREC,0.0,2026-06-21 14:00:00+00:00,45.218127,12.283051,ARPAV,ARPAV
ARPAV::614,Isola Vicentina,PREC,0.0,2026-06-21 14:00:00+00:00,45.62061319,11.45476825,ARPAV,ARPAV
ARPAV::615,Jesolo - Cortellazzo,PREC,0.0,2026-06-21 14:00:00+00:00,45.535854,12.65882,ARPAV,ARPAV
ARPAV::616,Fortogna (Longarone),PREC,0.0,2026-06-21 14:00:00+00:00,46.231666,12.29032,ARPAV,ARPAV
ARPAV::617,Marcon loc. Zuccarello,PREC,0.0,2026-06-21 14:00:00+00:00,45.537387,12.378313,ARPAV,ARPAV
ARPAV::618,Crosara (Marostica),PREC,0.0,2026-06-21 14:00:00+00:00,45.774361,11.61748,ARPAV,ARPAV
ARPAV::619,Montebelluna loc. Contea,PREC,0.0,2026-06-21 14:00:00+00:00,45.771498,12.005757,ARPAV,ARPAV
ARPAV::620,Nervesa della Battaglia,PREC,0.0,2026-06-21 14:00:00+00:00,45.816843,12.201804,ARPAV,ARPAV
ARPAV::621,Peschiera - Dolci,PREC,15.2,2026-06-21 14:00:00+00:00,45.424275,10.687142,ARPAV,ARPAV
ARPAV::622,Pettorazza Grimani loc. Botti Barbarighe,PREC,0.0,2026-06-21 14:00:00+00:00,45.116383,12.024446,ARPAV,ARPAV
ARPAV::623,Stra,PREC,0.0,2026-06-21 14:00:00+00:00,45.40837847,11.99930835,ARPAV,ARPAV
ARPAV::624,Tonezza del Cimone,PREC,2.4,2026-06-21 14:00:00+00:00,45.867081,11.335586,ARPAV,ARPAV
ARPAV::625,Staro (Valli del Pasubio),PREC,0.0,2026-06-21 14:00:00+00:00,45.725723,11.226352,ARPAV,ARPAV
ARPAV::631,Rio Rudan INADEF Sentiero CAI 230,PREC,0.0,2026-06-21 14:00:00+00:00,46.43264,12.259591,ARPAV,ARPAV
ARPAV::632,Rio Rudan INADEF DX briglia,PREC,0.0,2026-06-21 14:00:00+00:00,46.416987,12.258785,ARPAV,ARPAV
ARPAV::633,Verona - Santa Caterina,PREC,0.0,2026-06-21 14:00:00+00:00,45.41626803,11.01758925,ARPAV,ARPAV
ARPAV::662,Eraclea - Torre di Fine,PREC,0.0,2026-06-21 14:00:00+00:00,45.57572,12.79133,ARPAV,ARPAV
ARPAV::663,Pila - Porto Peschereccio (Porto Tolle),PREC,0.0,2026-06-21 14:00:00+00:00,44.978047,12.479594,ARPAV,ARPAV
ARPAV::667,Fiames (Punta Fiames),PREC,0.0,2026-06-21 14:00:00+00:00,46.576893,12.128897,ARPAV,ARPAV
ARPAV::669,Ru Secco (Antelao),PREC,0.2,2026-06-21 14:00:00+00:00,46.461167,12.247337,ARPAV,ARPAV
ARPAV::67,Monte Avena,PREC,0.4,2026-06-21 14:00:00+00:00,46.03210396,11.82713557,ARPAV,ARPAV
ARPAV::670,Ru de Vaccia (Monte Campoduro),PREC,0.8,2026-06-21 14:00:00+00:00,46.557619,12.294154,ARPAV,ARPAV
ARPAV::671,Rio Gravasecca (Pra dell'Agnello),PREC,0.0,2026-06-21 14:00:00+00:00,46.600176,12.365311,ARPAV,ARPAV
ARPAV::672,Rio Popena (Val delle Barache),PREC,0.0,2026-06-21 14:00:00+00:00,46.583167,12.224516,ARPAV,ARPAV
ARPAV::673,Ru de le Roe (Passo Duran),PREC,1.2,2026-06-21 14:00:00+00:00,46.330666,12.099559,ARPAV,ARPAV
ARPAV::674,Roa Bianca (Lastia di Framont),PREC,2.6,2026-06-21 14:00:00+00:00,46.315801,12.03431,ARPAV,ARPAV
ARPAV::675,Rio di Valbona (Cime di Pezza),PREC,2.8,2026-06-21 14:00:00+00:00,46.399676,11.926066,ARPAV,ARPAV
ARPAV::676,Ru de Rocia (Ronch),PREC,2.2,2026-06-21 14:00:00+00:00,46.447872,11.972195,ARPAV,ARPAV
ARPAV::68,Castana,PREC,0.0,2026-06-21 14:00:00+00:00,45.81551626,11.30843985,ARPAV,ARPAV
ARPAV::71,San Giovanni Ilarione,PREC,0.0,2026-06-21 14:00:00+00:00,45.54832483,11.22486099,ARPAV,ARPAV
ARPAV::73,Contra' Doppio (Posina),PREC,0.0,2026-06-21 14:00:00+00:00,45.80699205,11.2251192,ARPAV,ARPAV
ARPAV::76,Turcati (Recoaro Terme),PREC,0.0,2026-06-21 14:00:00+00:00,45.70401092,11.18480016,ARPAV,ARPAV
ARPAV::77,Recoaro Mille,PREC,0.0,2026-06-21 14:00:00+00:00,45.68038956,11.2255215,ARPAV,ARPAV
ARPAV::79,Valdagno,PREC,0.0,2026-06-21 14:00:00+00:00,45.63129614,11.30863411,ARPAV,ARPAV
ARPAV::80,Passo Pordoi,PREC,1.4,2026-06-21 14:00:00+00:00,46.48343791,11.82249512,ARPAV,ARPAV
ARPAV::81,Monte Summano,PREC,0.0,2026-06-21 14:00:00+00:00,45.7509777,11.41482813,ARPAV,ARPAV
ARPAV::82,Pove del Grappa - Costalunga,PREC,0.2,2026-06-21 14:00:00+00:00,45.80571942,11.74011907,ARPAV,ARPAV
ARPAV::83,Montecchio Precalcino,PREC,0.0,2026-06-21 14:00:00+00:00,45.65882861,11.54773196,ARPAV,ARPAV
ARPAV::87,San Bortolo,PREC,0.0,2026-06-21 14:00:00+00:00,45.6085427,11.18136996,ARPAV,ARPAV
ARPAV::88,Crespadoro,PREC,0.0,2026-06-21 14:00:00+00:00,45.62621136,11.20907007,ARPAV,ARPAV
ARPAV::91,Passo Monte Croce Comelico,PREC,0.0,2026-06-21 14:00:00+00:00,46.65215334,12.42397152,ARPAV,ARPAV
ARPAV::92,Col Indes (Tambre),PREC,0.4,2026-06-21 14:00:00+00:00,46.11907392,12.44015627,ARPAV,ARPAV
ARPAV::93,Torch,PREC,0.0,2026-06-21 14:00:00+00:00,46.15155195,12.36301566,ARPAV,ARPAV
ARPAV::96,Bagnolo di Po - Pellizzare,PREC,0.0,2026-06-21 14:00:00+00:00,44.98944662,11.52950565,ARPAV,ARPAV
ARPAV::98,Concadirame (Rovigo),PREC,0.0,2026-06-21 14:00:00+00:00,45.09313663,11.72081886,ARPAV,ARPAV
ARPAV::99,San Bellino,PREC,0.0,2026-06-21 14:00:00+00:00,45.03150148,11.57662814,ARPAV,ARPAV
DPC::1,Adegliacco,PREC,0.0,2026-06-21 14:00:00+00:00,46.115211,13.229024,DPC,DPC
DPC::10,Barcis,PREC,0.0,2026-06-21 14:15:00+00:00,46.192811,12.563615,DPC,DPC
DPC::101,Orzano,PREC,0.0,2026-06-21 14:15:00+00:00,46.06176,13.357942,DPC,DPC
DPC::102,Osoppo,PREC,0.0,2026-06-21 14:15:00+00:00,46.236426,13.071473,DPC,DPC
DPC::103,Pala Barzana,PREC,0.0,2026-06-21 14:15:00+00:00,46.196015,12.659225,DPC,DPC
DPC::105,Paluzza,PREC,0.0,2026-06-21 14:15:00+00:00,46.527965,13.012166,DPC,DPC
DPC::107,Pantianicco,PREC,0.0,2026-06-21 14:15:00+00:00,46.014152,13.039319,DPC,DPC
DPC::108,Passo Pramollo,PREC,0.0,2026-06-21 14:15:00+00:00,46.559887,13.275248,DPC,DPC
DPC::109,Passo Predil,PREC,0.0,2026-06-21 14:15:00+00:00,46.419232,13.573856,DPC,DPC
DPC::110,Paularo,PREC,0.0,2026-06-21 14:15:00+00:00,46.526109,13.121217,DPC,DPC
DPC::111,Pavia di Udine,PREC,0.0,2026-06-21 14:15:00+00:00,45.992595,13.295932,DPC,DPC
DPC::113,Pesariis,PREC,0.0,2026-06-21 14:30:00+00:00,46.521834,12.775128,DPC,DPC
DPC::116,Platischis,PREC,0.0,2026-06-21 14:15:00+00:00,46.242752,13.378085,DPC,DPC
DPC::120,Ponte Delizia,PREC,0.0,2026-06-21 14:15:00+00:00,45.965073,12.901054,DPC,DPC
DPC::124,Ponte Sambo,PREC,0.0,2026-06-21 14:15:00+00:00,46.267018,13.329246,DPC,DPC
DPC::127,Pontebba T. P.,PREC,0.0,2026-06-21 14:15:00+00:00,46.506062,13.307569,DPC,DPC
DPC::129,Porcia,PREC,0.0,2026-06-21 14:15:00+00:00,45.921867,12.614163,DPC,DPC
DPC::13,Basaldella di Vivaro,PREC,0.0,2026-06-21 14:15:00+00:00,46.088296,12.790575,DPC,DPC
DPC::131,Pordenone meteo,PREC,0.0,2026-06-21 14:15:00+00:00,45.958694,12.649633,DPC,DPC
DPC::133,Povoletto,PREC,0.0,2026-06-21 14:15:00+00:00,46.122873,13.309328,DPC,DPC
DPC::135,Pramollo,PREC,0.0,2026-06-21 14:15:00+00:00,46.529829,13.303484,DPC,DPC
DPC::136,Pramosio,PREC,0.0,2026-06-21 14:15:00+00:00,46.587240514442,13.02948474884,DPC,DPC
DPC::139,Prato Carnico,PREC,0.0,2026-06-21 14:15:00+00:00,46.51879,12.80572,DPC,DPC
DPC::14,Bevorchians,PREC,0.0,2026-06-21 14:15:00+00:00,46.485876,13.189084,DPC,DPC
DPC::141,Prepotto,PREC,0.0,2026-06-21 14:15:00+00:00,46.048288,13.489992,DPC,DPC
DPC::142,Prescudin,PREC,0.0,2026-06-21 14:30:00+00:00,46.192728,12.489222,DPC,DPC
DPC::143,Prosecco,PREC,0.0,2026-06-21 14:15:00+00:00,45.703935,13.756735,DPC,DPC
DPC::144,Pulfero,PREC,0.0,2026-06-21 14:15:00+00:00,46.173298,13.483116,DPC,DPC
DPC::145,Ravascletto,PREC,0.0,2026-06-21 14:15:00+00:00,46.519455,12.917373,DPC,DPC
DPC::146,Resia,PREC,0.0,2026-06-21 14:15:00+00:00,46.375891,13.295677,DPC,DPC
DPC::147,Resiutta,PREC,0.0,2026-06-21 14:15:00+00:00,46.388879,13.221205,DPC,DPC
DPC::149,Rifugio Maniago,PREC,0.0266666666666667,2026-06-21 14:30:00+00:00,46.321547,12.394367,DPC,DPC
DPC::151,Rifugio Pordenone,PREC,0.4,2026-06-21 14:15:00+00:00,46.378862,12.489489,DPC,DPC
DPC::152,Rifugio Tamai - Zoncolan,PREC,0.0,2026-06-21 14:15:00+00:00,46.501455,12.931593,DPC,DPC
DPC::153,Ruda,PREC,0.0,2026-06-21 14:15:00+00:00,45.832037,13.404023,DPC,DPC
DPC::154,Sant'Andrat del Cormor,PREC,0.0,2026-06-21 14:15:00+00:00,45.914405,13.161958,DPC,DPC
DPC::157,San Francesco T. P.,PREC,0.0,2026-06-21 14:15:00+00:00,46.312548,12.9365,DPC,DPC
DPC::158,San Volfango,PREC,0.0,2026-06-21 14:15:00+00:00,46.165041,13.642786,DPC,DPC
DPC::159,Saletto,PREC,0.0,2026-06-21 14:15:00+00:00,46.40277,13.375257,DPC,DPC
DPC::16,Cà Selva invaso,PREC,0.0,2026-06-21 14:00:00+00:00,46.258478,12.700746,DPC,DPC
DPC::160,San Daniele del Friuli,PREC,0.0,2026-06-21 14:15:00+00:00,46.15697,13.014047,DPC,DPC
DPC::161,San Lorenzo,PREC,0.0,2026-06-21 14:15:00+00:00,45.766023,13.404773,DPC,DPC
DPC::162,San Pelagio,PREC,0.0,2026-06-21 14:30:00+00:00,45.765502,13.686825,DPC,DPC
DPC::164,Sauris di sopra,PREC,0.0,2026-06-21 14:15:00+00:00,46.467221,12.681982,DPC,DPC
DPC::166,Sella Chianzutan,PREC,0.0,2026-06-21 14:15:00+00:00,46.358906,12.940325,DPC,DPC
DPC::167,Sella di Sompdogna,PREC,0.0,2026-06-21 14:15:00+00:00,46.462104,13.448507,DPC,DPC
DPC::17,Cà Zul invaso,PREC,0.0,2026-06-21 14:00:00+00:00,46.292178,12.716113,DPC,DPC
DPC::170,Spilimbergo,PREC,0.0,2026-06-21 14:15:00+00:00,46.108589,12.882468,DPC,DPC
DPC::171,Squarzare,PREC,0.0,2026-06-21 14:15:00+00:00,45.843915,12.617717,DPC,DPC
DPC::173,Subit di Attimis,PREC,0.0,2026-06-21 14:15:00+00:00,46.204826,13.351728,DPC,DPC
DPC::174,Tarvisio,PREC,0.0,2026-06-21 14:15:00+00:00,46.504294,13.593889,DPC,DPC
DPC::178,Timau,PREC,0.0,2026-06-21 14:15:00+00:00,46.576328649824,13.006825447083,DPC,DPC
DPC::180,Tolmezzo meteo,PREC,0.0,2026-06-21 14:15:00+00:00,46.421783,13.021855,DPC,DPC
DPC::181,Torreano T. Chiarò,PREC,0.0,2026-06-21 14:30:00+00:00,46.125494,13.430038,DPC,DPC
DPC::183,Torviscosa,PREC,0.0,2026-06-21 14:15:00+00:00,45.818806,13.275533,DPC,DPC
DPC::184,Tramonti di Sotto,PREC,0.0,2026-06-21 14:15:00+00:00,46.298232,12.793013,DPC,DPC
DPC::185,Tramonti invaso,PREC,0.0,2026-06-21 14:15:00+00:00,46.240651,12.750119,DPC,DPC
DPC::189,Tribil inferiore,PREC,0.0,2026-06-21 14:30:00+00:00,46.119376554462,13.585106728836,DPC,DPC
DPC::19,Campone,PREC,0.0,2026-06-21 14:15:00+00:00,46.259451,12.831403,DPC,DPC
DPC::190,Tricesimo,PREC,0.0,2026-06-21 14:15:00+00:00,46.151582,13.213877,DPC,DPC
DPC::191,Trieste Cattinara,PREC,0.0,2026-06-21 14:15:00+00:00,45.635369,13.83295,DPC,DPC
DPC::193,Uccea,PREC,0.0,2026-06-21 14:15:00+00:00,46.306483,13.400202,DPC,DPC
DPC::194,Udine,PREC,0.0,2026-06-21 14:15:00+00:00,46.064985,13.236595,DPC,DPC
DPC::196,Vacile,PREC,0.0,2026-06-21 14:15:00+00:00,46.144543,12.887664,DPC,DPC
DPC::197,Val dei Sass,PREC,0.0,2026-06-21 14:15:00+00:00,46.114392,12.492302,DPC,DPC
DPC::198,Val Ugovizza,PREC,0.0,2026-06-21 14:15:00+00:00,46.542897,13.474891,DPC,DPC
