station_id,station_name,variable,value,dt,lat,lon,gestore,source
ARPAE::STA_44.0608_11.3976,ARPAE Station STA_44.0608_11.3976,PREC,0.0,2026-06-21 13:30:00+00:00,44.06085,11.39765,ARPAE,ARPAE
ARPAE::STA_44.0683_12.4375,ARPAE Station STA_44.0683_12.4375,PREC,0.0,2026-06-21 13:30:00+00:00,44.06832,12.43751,ARPAE,ARPAE
ARPAE::STA_44.0719_11.8724,ARPAE Station STA_44.0719_11.8724,PREC,0.0,2026-06-21 13:30:00+00:00,44.07186,11.87238,ARPAE,ARPAE
ARPAE::STA_44.0774_11.6139,ARPAE Station STA_44.0774_11.6139,PREC,0.0,2026-06-21 13:30:00+00:00,44.07741,11.61388,ARPAE,ARPAE
ARPAE::STA_44.0816_11.033,ARPAE Station STA_44.0816_11.033,PREC,0.0,2026-06-21 13:00:00+00:00,44.08158,11.03296,ARPAE,ARPAE
ARPAE::STA_44.0857_12.2068,ARPAE Station STA_44.0857_12.2068,PREC,0.0,2026-06-21 13:30:00+00:00,44.08571,12.20682,ARPAE,ARPAE
ARPAE::STA_44.089_12.2746,ARPAE Station STA_44.089_12.2746,PREC,0.0,2026-06-21 13:30:00+00:00,44.08903,12.27459,ARPAE,ARPAE
ARPAE::STA_44.1096_11.1693,ARPAE Station STA_44.1096_11.1693,PREC,0.0,2026-06-21 13:30:00+00:00,44.10962,11.16931,ARPAE,ARPAE
ARPAE::STA_44.1144_12.004,ARPAE Station STA_44.1144_12.004,PREC,0.0,2026-06-21 13:30:00+00:00,44.11438,12.00404,ARPAE,ARPAE
ARPAE::STA_44.1165_11.5461,ARPAE Station STA_44.1165_11.5461,PREC,0.0,2026-06-21 13:15:00+00:00,44.11647,11.54608,ARPAE,ARPAE
ARPAE::STA_44.1183_11.0056,ARPAE Station STA_44.1183_11.0056,PREC,0.0,2026-06-21 13:30:00+00:00,44.11827,11.00561,ARPAE,ARPAE
ARPAE::STA_44.1202_11.8082,ARPAE Station STA_44.1202_11.8082,PREC,0.0,2026-06-21 13:30:00+00:00,44.12022,11.80825,ARPAE,ARPAE
ARPAE::STA_44.122_11.3747,ARPAE Station STA_44.122_11.3747,PREC,0.0,2026-06-21 13:30:00+00:00,44.12201,11.37465,ARPAE,ARPAE
ARPAE::STA_44.1292_11.1176,ARPAE Station STA_44.1292_11.1176,PREC,0.0,2026-06-21 13:30:00+00:00,44.12921,11.11764,ARPAE,ARPAE
ARPAE::STA_44.1297_11.5135,ARPAE Station STA_44.1297_11.5135,PREC,0.0,2026-06-21 13:30:00+00:00,44.12973,11.5135,ARPAE,ARPAE
ARPAE::STA_44.1344_11.0428,ARPAE Station STA_44.1344_11.0428,PREC,0.0,2026-06-21 13:30:00+00:00,44.13436,11.0428,ARPAE,ARPAE
ARPAE::STA_44.1349_11.6529,ARPAE Station STA_44.1349_11.6529,PREC,0.0,2026-06-21 13:30:00+00:00,44.13487,11.65293,ARPAE,ARPAE
ARPAE::STA_44.1444_11.4967,ARPAE Station STA_44.1444_11.4967,PREC,0.0,2026-06-21 13:15:00+00:00,44.1444,11.49666,ARPAE,ARPAE
ARPAE::STA_44.1483_11.6914,ARPAE Station STA_44.1483_11.6914,PREC,0.0,2026-06-21 13:30:00+00:00,44.14833,11.69139,ARPAE,ARPAE
ARPAE::STA_44.1521_12.1422,ARPAE Station STA_44.1521_12.1422,PREC,0.0,2026-06-21 13:30:00+00:00,44.15206,12.14217,ARPAE,ARPAE
ARPAE::STA_44.1642_12.3927,ARPAE Station STA_44.1642_12.3927,PREC,0.0,2026-06-21 13:15:00+00:00,44.16415,12.39269,ARPAE,ARPAE
ARPAE::STA_44.1701_11.9494,ARPAE Station STA_44.1701_11.9494,PREC,0.0,2026-06-21 13:30:00+00:00,44.17012,11.9494,ARPAE,ARPAE
ARPAE::STA_44.2144_11.5056,ARPAE Station STA_44.2144_11.5056,PREC,0.0,2026-06-21 13:30:00+00:00,44.21436,11.50565,ARPAE,ARPAE
ARPAE::STA_44.2148_11.433,ARPAE Station STA_44.2148_11.433,PREC,0.0,2026-06-21 13:30:00+00:00,44.2148,11.43299,ARPAE,ARPAE
ARPAE::STA_44.2151_12.1699,ARPAE Station STA_44.2151_12.1699,PREC,0.0,2026-06-21 13:30:00+00:00,44.21506,12.16992,ARPAE,ARPAE
ARPAE::STA_44.2157_11.2568,ARPAE Station STA_44.2157_11.2568,PREC,0.0,2026-06-21 13:15:00+00:00,44.21571,11.25681,ARPAE,ARPAE
ARPAE::STA_44.2243_11.6734,ARPAE Station STA_44.2243_11.6734,PREC,0.0,2026-06-21 13:30:00+00:00,44.22432,11.67342,ARPAE,ARPAE
ARPAE::STA_44.2252_11.3236,ARPAE Station STA_44.2252_11.3236,PREC,0.0,2026-06-21 13:30:00+00:00,44.22519,11.32364,ARPAE,ARPAE
ARPAE::STA_44.2262_11.2226,ARPAE Station STA_44.2262_11.2226,PREC,0.0,2026-06-21 13:30:00+00:00,44.22625,11.22257,ARPAE,ARPAE
ARPAE::STA_44.2271_11.6323,ARPAE Station STA_44.2271_11.6323,PREC,0.0,2026-06-21 13:30:00+00:00,44.22714,11.63234,ARPAE,ARPAE
ARPAE::STA_44.227_11.7378,ARPAE Station STA_44.227_11.7378,PREC,0.0,2026-06-21 13:30:00+00:00,44.22699,11.73784,ARPAE,ARPAE
ARPAE::STA_44.2303_11.0591,ARPAE Station STA_44.2303_11.0591,PREC,0.0,2026-06-21 13:30:00+00:00,44.23029,11.05908,ARPAE,ARPAE
ARPAE::STA_44.2322_12.234,ARPAE Station STA_44.2322_12.234,PREC,0.0,2026-06-21 13:30:00+00:00,44.23218,12.23401,ARPAE,ARPAE
ARPAE::STA_44.2492_11.5875,ARPAE Station STA_44.2492_11.5875,PREC,0.0,2026-06-21 13:30:00+00:00,44.24923,11.5875,ARPAE,ARPAE
ARPAE::STA_44.2536_11.4254,ARPAE Station STA_44.2536_11.4254,PREC,0.0,2026-06-21 13:30:00+00:00,44.2536,11.42536,ARPAE,ARPAE
ARPAE::STA_44.2609_11.3282,ARPAE Station STA_44.2609_11.3282,PREC,0.0,2026-06-21 13:00:00+00:00,44.26086,11.32819,ARPAE,ARPAE
ARPAE::STA_44.2612_11.0354,ARPAE Station STA_44.2612_11.0354,PREC,0.0,2026-06-21 13:30:00+00:00,44.26117,11.03537,ARPAE,ARPAE
ARPAE::STA_44.2628_11.993,ARPAE Station STA_44.2628_11.993,PREC,0.0,2026-06-21 13:15:00+00:00,44.26279,11.99295,ARPAE,ARPAE
ARPAE::STA_44.2635_11.3416,ARPAE Station STA_44.2635_11.3416,PREC,0.0,2026-06-21 13:00:00+00:00,44.26352,11.34155,ARPAE,ARPAE
ARPAE::STA_44.2747_11.579,ARPAE Station STA_44.2747_11.579,PREC,0.0,2026-06-21 13:30:00+00:00,44.27467,11.57899,ARPAE,ARPAE
ARPAE::STA_44.2878_11.1131,ARPAE Station STA_44.2878_11.1131,PREC,0.0,2026-06-21 13:30:00+00:00,44.2878,11.11313,ARPAE,ARPAE
ARPAE::STA_44.28_11.2617,ARPAE Station STA_44.28_11.2617,PREC,0.0,2026-06-21 13:30:00+00:00,44.28002,11.26172,ARPAE,ARPAE
ARPAE::STA_44.2942_11.783,ARPAE Station STA_44.2942_11.783,PREC,0.0,2026-06-21 13:30:00+00:00,44.29424,11.78295,ARPAE,ARPAE
ARPAE::STA_44.2977_12.1108,ARPAE Station STA_44.2977_12.1108,PREC,0.0,2026-06-21 13:30:00+00:00,44.29769,12.11085,ARPAE,ARPAE
ARPAE::STA_44.3139_12.1602,ARPAE Station STA_44.3139_12.1602,PREC,0.0,2026-06-21 13:30:00+00:00,44.31392,12.1602,ARPAE,ARPAE
ARPAE::STA_44.3192_11.4906,ARPAE Station STA_44.3192_11.4906,PREC,0.0,2026-06-21 13:30:00+00:00,44.31916,11.49065,ARPAE,ARPAE
ARPAE::STA_44.3332_11.7495,ARPAE Station STA_44.3332_11.7495,PREC,0.0,2026-06-21 13:15:00+00:00,44.3332,11.74953,ARPAE,ARPAE
ARPAE::STA_44.33_12.0313,ARPAE Station STA_44.33_12.0313,PREC,0.0,2026-06-21 13:30:00+00:00,44.33002,12.03134,ARPAE,ARPAE
ARPAE::STA_44.3454_11.7129,ARPAE Station STA_44.3454_11.7129,PREC,0.0,2026-06-21 13:30:00+00:00,44.34535,11.71292,ARPAE,ARPAE
ARPAE::STA_44.3468_11.0846,ARPAE Station STA_44.3468_11.0846,PREC,0.0,2026-06-21 13:30:00+00:00,44.3468,11.08455,ARPAE,ARPAE
ARPAE::STA_44.3475_11.393,ARPAE Station STA_44.3475_11.393,PREC,0.0,2026-06-21 13:30:00+00:00,44.34746,11.39303,ARPAE,ARPAE
ARPAE::STA_44.3531_12.265,ARPAE Station STA_44.3531_12.265,PREC,0.0,2026-06-21 13:30:00+00:00,44.35313,12.26505,ARPAE,ARPAE
ARPAE::STA_44.3616_11.9219,ARPAE Station STA_44.3616_11.9219,PREC,0.0,2026-06-21 13:30:00+00:00,44.36161,11.92193,ARPAE,ARPAE
ARPAE::STA_44.371_11.3399,ARPAE Station STA_44.371_11.3399,PREC,0.0,2026-06-21 10:00:00+00:00,44.37101,11.3399,ARPAE,ARPAE
ARPAE::STA_44.3763_11.0087,ARPAE Station STA_44.3763_11.0087,PREC,0.0,2026-06-21 13:30:00+00:00,44.37632,11.00875,ARPAE,ARPAE
ARPAE::STA_44.39_11.4946,ARPAE Station STA_44.39_11.4946,PREC,0.0,2026-06-21 13:30:00+00:00,44.38998,11.49457,ARPAE,ARPAE
ARPAE::STA_44.4027_11.4621,ARPAE Station STA_44.4027_11.4621,PREC,0.0,2026-06-21 13:15:00+00:00,44.40274,11.46209,ARPAE,ARPAE
ARPAE::STA_44.4111_11.597,ARPAE Station STA_44.4111_11.597,PREC,0.0,2026-06-21 13:30:00+00:00,44.41112,11.59701,ARPAE,ARPAE
ARPAE::STA_44.4141_11.5249,ARPAE Station STA_44.4141_11.5249,PREC,0.0,2026-06-21 13:30:00+00:00,44.41408,11.52486,ARPAE,ARPAE
ARPAE::STA_44.4177_11.9133,ARPAE Station STA_44.4177_11.9133,PREC,0.0,2026-06-21 12:45:00+00:00,44.4177,11.91331,ARPAE,ARPAE
ARPAE::STA_44.421_11.8088,ARPAE Station STA_44.421_11.8088,PREC,0.0,2026-06-21 12:45:00+00:00,44.42099,11.80877,ARPAE,ARPAE
ARPAE::STA_44.4348_11.6965,ARPAE Station STA_44.4348_11.6965,PREC,0.0,2026-06-21 13:30:00+00:00,44.43479,11.69647,ARPAE,ARPAE
ARPAE::STA_44.4362_11.4068,ARPAE Station STA_44.4362_11.4068,PREC,0.0,2026-06-21 13:30:00+00:00,44.43615,11.40684,ARPAE,ARPAE
ARPAE::STA_44.4403_11.1384,ARPAE Station STA_44.4403_11.1384,PREC,0.0,2026-06-21 13:30:00+00:00,44.4403,11.13837,ARPAE,ARPAE
ARPAE::STA_44.4485_11.8667,ARPAE Station STA_44.4485_11.8667,PREC,0.0,2026-06-21 13:30:00+00:00,44.44853,11.86667,ARPAE,ARPAE
ARPAE::STA_44.4501_11.7296,ARPAE Station STA_44.4501_11.7296,PREC,0.0,2026-06-21 13:30:00+00:00,44.45013,11.7296,ARPAE,ARPAE
ARPAE::STA_44.4538_11.3652,ARPAE Station STA_44.4538_11.3652,PREC,0.0,2026-06-21 13:30:00+00:00,44.45378,11.36519,ARPAE,ARPAE
ARPAE::STA_44.4556_11.3108,ARPAE Station STA_44.4556_11.3108,PREC,0.0,2026-06-21 13:30:00+00:00,44.45556,11.31083,ARPAE,ARPAE
ARPAE::STA_44.472_11.5106,ARPAE Station STA_44.472_11.5106,PREC,0.0,2026-06-21 13:30:00+00:00,44.47195,11.51056,ARPAE,ARPAE
ARPAE::STA_44.4756_11.2811,ARPAE Station STA_44.4756_11.2811,PREC,0.0,2026-06-21 13:30:00+00:00,44.47563,11.2811,ARPAE,ARPAE
ARPAE::STA_44.4761_11.3256,ARPAE Station STA_44.4761_11.3256,PREC,0.0,2026-06-21 13:15:00+00:00,44.47611,11.32556,ARPAE,ARPAE
ARPAE::STA_44.4787_11.2984,ARPAE Station STA_44.4787_11.2984,PREC,0.0,2026-06-21 13:30:00+00:00,44.4787,11.29836,ARPAE,ARPAE
ARPAE::STA_44.4841_11.1512,ARPAE Station STA_44.4841_11.1512,PREC,0.0,2026-06-21 13:30:00+00:00,44.48405,11.15124,ARPAE,ARPAE
ARPAE::STA_44.4879_11.2881,ARPAE Station STA_44.4879_11.2881,PREC,0.0,2026-06-21 13:30:00+00:00,44.48787,11.28812,ARPAE,ARPAE
ARPAE::STA_44.4908_11.221,ARPAE Station STA_44.4908_11.221,PREC,0.0,2026-06-21 13:30:00+00:00,44.49076,11.22104,ARPAE,ARPAE
ARPAE::STA_44.4961_11.2001,ARPAE Station STA_44.4961_11.2001,PREC,0.0,2026-06-21 13:30:00+00:00,44.49614,11.20006,ARPAE,ARPAE
ARPAE::STA_44.4997_11.3461,ARPAE Station STA_44.4997_11.3461,PREC,0.0,2026-06-21 13:30:00+00:00,44.49972,11.34611,ARPAE,ARPAE
ARPAE::STA_44.5035_11.0036,ARPAE Station STA_44.5035_11.0036,PREC,0.0,2026-06-21 13:30:00+00:00,44.50354,11.00357,ARPAE,ARPAE
ARPAE::STA_44.5083_11.0839,ARPAE Station STA_44.5083_11.0839,PREC,0.0,2026-06-21 13:30:00+00:00,44.50828,11.08392,ARPAE,ARPAE
ARPAE::STA_44.5203_11.1678,ARPAE Station STA_44.5203_11.1678,PREC,0.0,2026-06-21 13:30:00+00:00,44.5203,11.1678,ARPAE,ARPAE
ARPAE::STA_44.5342_11.2803,ARPAE Station STA_44.5342_11.2803,PREC,0.0,2026-06-21 13:30:00+00:00,44.5342,11.2803,ARPAE,ARPAE
ARPAE::STA_44.534_11.3682,ARPAE Station STA_44.534_11.3682,PREC,0.0,2026-06-21 13:30:00+00:00,44.53397,11.36817,ARPAE,ARPAE
ARPAE::STA_44.5405_11.5692,ARPAE Station STA_44.5405_11.5692,PREC,0.0,2026-06-21 13:30:00+00:00,44.54052,11.56922,ARPAE,ARPAE
ARPAE::STA_44.5484_11.3674,ARPAE Station STA_44.5484_11.3674,PREC,0.0,2026-06-21 13:30:00+00:00,44.54841,11.36743,ARPAE,ARPAE
ARPAE::STA_44.5521_11.1966,ARPAE Station STA_44.5521_11.1966,PREC,0.0,2026-06-21 13:30:00+00:00,44.55208,11.19663,ARPAE,ARPAE
ARPAE::STA_44.5613_12.2439,ARPAE Station STA_44.5613_12.2439,PREC,0.0,2026-06-21 12:45:00+00:00,44.56128,12.24389,ARPAE,ARPAE
ARPAE::STA_44.5635_11.844,ARPAE Station STA_44.5635_11.844,PREC,0.0,2026-06-21 13:30:00+00:00,44.5635,11.84403,ARPAE,ARPAE
ARPAE::STA_44.5653_11.717,ARPAE Station STA_44.5653_11.717,PREC,0.0,2026-06-21 13:30:00+00:00,44.56532,11.71696,ARPAE,ARPAE
ARPAE::STA_44.571_11.5338,ARPAE Station STA_44.571_11.5338,PREC,0.0,2026-06-21 13:30:00+00:00,44.57105,11.53379,ARPAE,ARPAE
ARPAE::STA_44.5734_12.1013,ARPAE Station STA_44.5734_12.1013,PREC,0.0,2026-06-21 13:30:00+00:00,44.57337,12.10134,ARPAE,ARPAE
ARPAE::STA_44.6111_11.823,ARPAE Station STA_44.6111_11.823,PREC,0.0,2026-06-21 13:30:00+00:00,44.61111,11.823,ARPAE,ARPAE
ARPAE::STA_44.6278_11.2906,ARPAE Station STA_44.6278_11.2906,PREC,0.0,2026-06-21 13:30:00+00:00,44.62775,11.29056,ARPAE,ARPAE
ARPAE::STA_44.6323_11.4411,ARPAE Station STA_44.6323_11.4411,PREC,0.0,2026-06-21 13:30:00+00:00,44.63232,11.44114,ARPAE,ARPAE
ARPAE::STA_44.63_11.0275,ARPAE Station STA_44.63_11.0275,PREC,0.0,2026-06-21 13:30:00+00:00,44.63005,11.02747,ARPAE,ARPAE
ARPAE::STA_44.649_11.6501,ARPAE Station STA_44.649_11.6501,PREC,0.0,2026-06-21 13:30:00+00:00,44.64899,11.65006,ARPAE,ARPAE
ARPAE::STA_44.6538_11.6226,ARPAE Station STA_44.6538_11.6226,PREC,0.0,2026-06-21 13:30:00+00:00,44.65378,11.62264,ARPAE,ARPAE
ARPAE::STA_44.6539_11.2686,ARPAE Station STA_44.6539_11.2686,PREC,0.0,2026-06-21 13:30:00+00:00,44.6539,11.2686,ARPAE,ARPAE
ARPAE::STA_44.6744_11.5696,ARPAE Station STA_44.6744_11.5696,PREC,0.0,2026-06-21 13:30:00+00:00,44.67442,11.56957,ARPAE,ARPAE
ARPAE::STA_44.6747_11.3671,ARPAE Station STA_44.6747_11.3671,PREC,0.0,2026-06-21 13:30:00+00:00,44.67466,11.3671,ARPAE,ARPAE
ARPAE::STA_44.6884_12.2116,ARPAE Station STA_44.6884_12.2116,PREC,0.0,2026-06-21 13:30:00+00:00,44.6884,12.21161,ARPAE,ARPAE
ARPAE::STA_44.695_11.1449,ARPAE Station STA_44.695_11.1449,PREC,0.0,2026-06-21 13:30:00+00:00,44.695,11.14493,ARPAE,ARPAE
ARPAE::STA_44.718_11.5226,ARPAE Station STA_44.718_11.5226,PREC,0.0,2026-06-21 13:30:00+00:00,44.71796,11.52265,ARPAE,ARPAE
ARPAE::STA_44.7466_11.7464,ARPAE Station STA_44.7466_11.7464,PREC,0.0,2026-06-21 13:30:00+00:00,44.74656,11.74639,ARPAE,ARPAE
ARPAE::STA_44.7828_11.3702,ARPAE Station STA_44.7828_11.3702,PREC,0.0,2026-06-21 13:30:00+00:00,44.78278,11.37016,ARPAE,ARPAE
ARPAE::STA_44.8138_12.2483,ARPAE Station STA_44.8138_12.2483,PREC,0.0,2026-06-21 13:30:00+00:00,44.81376,12.24834,ARPAE,ARPAE
ARPAE::STA_44.8261_11.1258,ARPAE Station STA_44.8261_11.1258,PREC,0.0,2026-06-21 13:30:00+00:00,44.82606,11.12578,ARPAE,ARPAE
ARPAE::STA_44.8319_11.4544,ARPAE Station STA_44.8319_11.4544,PREC,0.0,2026-06-21 13:30:00+00:00,44.83186,11.45436,ARPAE,ARPAE
ARPAE::STA_44.8325_11.6211,ARPAE Station STA_44.8325_11.6211,PREC,0.0,2026-06-21 13:30:00+00:00,44.8325,11.62114,ARPAE,ARPAE
ARPAE::STA_44.835_12.098,ARPAE Station STA_44.835_12.098,PREC,0.0,2026-06-21 13:30:00+00:00,44.83504,12.09804,ARPAE,ARPAE
ARPAE::STA_44.8391_11.284,ARPAE Station STA_44.8391_11.284,PREC,0.0,2026-06-21 13:30:00+00:00,44.83906,11.28402,ARPAE,ARPAE
ARPAE::STA_44.8589_11.6562,ARPAE Station STA_44.8589_11.6562,PREC,0.0,2026-06-21 13:30:00+00:00,44.85892,11.65625,ARPAE,ARPAE
ARPAE::STA_44.8861_11.0163,ARPAE Station STA_44.8861_11.0163,PREC,0.0,2026-06-21 13:30:00+00:00,44.88612,11.01631,ARPAE,ARPAE
ARPAE::STA_44.8883_11.6081,ARPAE Station STA_44.8883_11.6081,PREC,0.0,2026-06-21 13:30:00+00:00,44.8883,11.60807,ARPAE,ARPAE
ARPAE::STA_44.9278_11.4409,ARPAE Station STA_44.9278_11.4409,PREC,0.0,2026-06-21 13:30:00+00:00,44.92781,11.44087,ARPAE,ARPAE
ARPAV::1,Fiames di Cortina Pomagagnon INADEF,PREC,0.0,2026-06-21 14:00:00+00:00,46.5703678,12.1398756,ARPAV,ARPAV
ARPAV::100,Conegliano,PREC,0.0,2026-06-21 14:00:00+00:00,45.88132477,12.28232702,ARPAV,ARPAV
ARPAV::101,Porto Tolle - Pradon,PREC,0.0,2026-06-21 14:00:00+00:00,44.9173386,12.36910037,ARPAV,ARPAV
ARPAV::102,Castelfranco Veneto,PREC,0.0,2026-06-21 14:00:00+00:00,45.69492112,11.94778216,ARPAV,ARPAV
ARPAV::104,Villafranca di Verona,PREC,11.6,2026-06-21 14:00:00+00:00,45.3724202,10.83262812,ARPAV,ARPAV
ARPAV::105,Lonigo,PREC,0.0,2026-06-21 14:00:00+00:00,45.39045584,11.37964132,ARPAV,ARPAV
ARPAV::106,Montagnana,PREC,0.0,2026-06-21 14:00:00+00:00,45.24776886,11.4227919,ARPAV,ARPAV
ARPAV::108,Salizzole,PREC,0.0,2026-06-21 14:00:00+00:00,45.22973697,11.10933964,ARPAV,ARPAV
ARPAV::11,Malga Ciapela,PREC,4.0,2026-06-21 14:00:00+00:00,46.42867129,11.90478762,ARPAV,ARPAV
ARPAV::110,Cittadella,PREC,2.6,2026-06-21 14:00:00+00:00,45.65219,11.82044,ARPAV,ARPAV
ARPAV::111,Legnaro,PREC,0.0,2026-06-21 14:00:00+00:00,45.34701615,11.94947073,ARPAV,ARPAV
ARPAV::112,Rosolina - Po di Tramontana,PREC,0.0,2026-06-21 14:00:00+00:00,45.07114136,12.26177816,ARPAV,ARPAV
ARPAV::113,Castelnovo Bariano,PREC,0.0,2026-06-21 14:00:00+00:00,45.03101641,11.30253145,ARPAV,ARPAV
ARPAV::114,Villadose,PREC,0.0,2026-06-21 14:00:00+00:00,45.07144877,11.92220596,ARPAV,ARPAV
ARPAV::115,Adria - Bellombra,PREC,0.0,2026-06-21 14:00:00+00:00,45.01567605,12.0076803,ARPAV,ARPAV
ARPAV::116,Frassinelle Polesine,PREC,0.0,2026-06-21 14:00:00+00:00,44.99058314,11.6786399,ARPAV,ARPAV
ARPAV::117,Sorga',PREC,13.8,2026-06-21 14:00:00+00:00,45.21753966,11.00830055,ARPAV,ARPAV
ARPAV::118,Bardolino - Calmasino,PREC,7.2,2026-06-21 14:00:00+00:00,45.51796066,10.7659099,ARPAV,ARPAV
ARPAV::119,Roverchiara,PREC,0.0,2026-06-21 14:00:00+00:00,45.2658043,11.25118706,ARPAV,ARPAV
ARPAV::120,Dolce',PREC,0.0,2026-06-21 14:00:00+00:00,45.59957097,10.84874997,ARPAV,ARPAV
ARPAV::121,Lusia,PREC,0.0,2026-06-21 14:00:00+00:00,45.09241907,11.63364487,ARPAV,ARPAV
ARPAV::122,Trebaseleghe,PREC,0.0,2026-06-21 14:00:00+00:00,45.60240419,12.02573694,ARPAV,ARPAV
ARPAV::123,Arcole,PREC,0.0,2026-06-21 14:00:00+00:00,45.37550277,11.29582046,ARPAV,ARPAV
ARPAV::124,Marano di Valpolicella,PREC,0.0,2026-06-21 14:00:00+00:00,45.54788884,10.92332541,ARPAV,ARPAV
ARPAV::125,San Pietro in Cariano,PREC,0.0,2026-06-21 14:00:00+00:00,45.50931262,10.88807026,ARPAV,ARPAV
ARPAV::126,Illasi,PREC,0.0,2026-06-21 14:00:00+00:00,45.46030398,11.17156147,ARPAV,ARPAV
ARPAV::127,Buttapietra,PREC,0.0,2026-06-21 14:00:00+00:00,45.35084342,11.01059728,ARPAV,ARPAV
ARPAV::129,Castelnuovo del Garda,PREC,7.0,2026-06-21 14:00:00+00:00,45.45487236,10.77166288,ARPAV,ARPAV
ARPAV::131,Vangadizza (Legnago),PREC,0.0,2026-06-21 14:00:00+00:00,45.15740933,11.28774164,ARPAV,ARPAV
ARPAV::132,Pescul,PREC,1.4,2026-06-21 14:00:00+00:00,46.4371972,12.06900907,ARPAV,ARPAV
ARPAV::134,Malo,PREC,0.0,2026-06-21 14:00:00+00:00,45.66931288,11.46439144,ARPAV,ARPAV
ARPAV::135,Rifugio la Guardia (Recoaro Terme),PREC,0.0,2026-06-21 14:00:00+00:00,45.71889138,11.18131677,ARPAV,ARPAV
ARPAV::136,Sappada,PREC,0.0,2026-06-21 14:00:00+00:00,46.57067886,12.7081344,ARPAV,ARPAV
ARPAV::137,Valli del Pasubio,PREC,0.2,2026-06-21 14:00:00+00:00,45.75778254,11.21365428,ARPAV,ARPAV
ARPAV::139,Lusiana,PREC,1.0,2026-06-21 14:00:00+00:00,45.78414598,11.58812049,ARPAV,ARPAV
ARPAV::140,Passo Santa Caterina (Valdagno),PREC,0.0,2026-06-21 14:00:00+00:00,45.6198264,11.25910319,ARPAV,ARPAV
ARPAV::142,Faedo (Cinto Euganeo),PREC,0.0,2026-06-21 14:00:00+00:00,45.30471743,11.69771962,ARPAV,ARPAV
ARPAV::144,Rosa',PREC,16.0,2026-06-21 14:00:00+00:00,45.71658505,11.77625641,ARPAV,ARPAV
ARPAV::145,Barbarano Vicentino,PREC,0.0,2026-06-21 14:00:00+00:00,45.39775173,11.57053751,ARPAV,ARPAV
ARPAV::146,Trissino,PREC,0.0,2026-06-21 14:00:00+00:00,45.57923698,11.35788495,ARPAV,ARPAV
ARPAV::147,Breganze,PREC,0.0,2026-06-21 14:00:00+00:00,45.72042777,11.57629665,ARPAV,ARPAV
ARPAV::148,Brendola,PREC,0.0,2026-06-21 14:00:00+00:00,45.472077,11.470371,ARPAV,ARPAV
ARPAV::149,Montegalda,PREC,0.0,2026-06-21 14:00:00+00:00,45.44957583,11.66198536,ARPAV,ARPAV
ARPAV::15,Gares,PREC,4.2,2026-06-21 14:00:00+00:00,46.3131289,11.88273666,ARPAV,ARPAV
ARPAV::151,Masi,PREC,0.0,2026-06-21 14:00:00+00:00,45.11740196,11.48088305,ARPAV,ARPAV
ARPAV::152,Balduina (Sant'Urbano),PREC,0.0,2026-06-21 14:00:00+00:00,45.13472648,11.58415552,ARPAV,ARPAV
ARPAV::156,Crespano del Grappa,PREC,0.0,2026-06-21 14:00:00+00:00,45.84169964,11.84066348,ARPAV,ARPAV
ARPAV::159,Portogruaro - Lison,PREC,0.0,2026-06-21 14:00:00+00:00,45.74548888,12.76128681,ARPAV,ARPAV
ARPAV::160,Cavallino Treporti,PREC,0.0,2026-06-21 14:00:00+00:00,45.45871531,12.48626171,ARPAV,ARPAV
ARPAV::163,Noventa di Piave - Grassaga,PREC,0.0,2026-06-21 14:00:00+00:00,45.66841156,12.58851069,ARPAV,ARPAV
ARPAV::164,Eraclea,PREC,0.0,2026-06-21 14:00:00+00:00,45.60316601,12.70706142,ARPAV,ARPAV
ARPAV::165,Fossalta di Portogruaro,PREC,0.0,2026-06-21 14:00:00+00:00,45.77566742,12.89394125,ARPAV,ARPAV
ARPAV::166,Lugugnana (Portogruaro),PREC,0.0,2026-06-21 14:00:00+00:00,45.70491156,12.94668823,ARPAV,ARPAV
ARPAV::167,Mira,PREC,0.0,2026-06-21 14:00:00+00:00,45.43934709,12.1169216,ARPAV,ARPAV
ARPAV::168,Chioggia - Sant'Anna,PREC,0.0,2026-06-21 14:00:00+00:00,45.14632401,12.27596996,ARPAV,ARPAV
ARPAV::169,Agna,PREC,0.0,2026-06-21 14:00:00+00:00,45.15926189,11.95775646,ARPAV,ARPAV
ARPAV::17,Perarolo,PREC,0.2,2026-06-21 14:00:00+00:00,46.39415044,12.35657766,ARPAV,ARPAV
ARPAV::170,Teolo,PREC,0.0,2026-06-21 14:00:00+00:00,45.34272761,11.67713457,ARPAV,ARPAV
ARPAV::175,Codevigo,PREC,0.0,2026-06-21 14:00:00+00:00,45.24367259,12.09970856,ARPAV,ARPAV
ARPAV::177,Grantorto,PREC,0.0,2026-06-21 14:00:00+00:00,45.59472035,11.75218331,ARPAV,ARPAV
ARPAV::178,Cavarzere,PREC,0.0,2026-06-21 14:00:00+00:00,45.16150338,12.08720348,ARPAV,ARPAV
ARPAV::179,Campodarsego,PREC,0.0,2026-06-21 14:00:00+00:00,45.49551578,11.91336346,ARPAV,ARPAV
ARPAV::182,Tribano,PREC,0.0,2026-06-21 14:00:00+00:00,45.18668992,11.8487995,ARPAV,ARPAV
ARPAV::183,Volpago del Montello,PREC,0.0,2026-06-21 14:00:00+00:00,45.78502414,12.11304779,ARPAV,ARPAV
