station_id,station_name,lat,lon,gestore,source,PREC_value,PREC_dt,TARIA2M_value,TARIA2M_dt,PRESS_value,PRESS_dt,VV_value,VV_dt,UMID2M_value,UMID2M_dt,PREC_range_flag,TARIA2M_range_flag,PRESS_range_flag,VV_range_flag,UMID2M_range_flag,PREC_robust_z,PREC_outlier_flag,TARIA2M_robust_z,TARIA2M_outlier_flag,PRESS_robust_z,PRESS_outlier_flag,VV_robust_z,VV_outlier_flag,UMID2M_robust_z,UMID2M_outlier_flag,any_outlier_flag,coastal_weight,dist_to_coast_km,any_flag
ARPAE::STA_44.1444_11.4967,ARPAE Station STA_44.1444_11.4967,44.1444,11.49666,ARPAE,ARPAE,0.0,2026-06-21 13:15:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.471,72.9,False
ARPAE::STA_44.1483_11.6914,ARPAE Station STA_44.1483_11.6914,44.14833,11.69139,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,31.30000000000001,2026-06-21 13:30:00+00:00,995.5,2026-06-21 13:30:00+00:00,,,,,False,False,False,False,False,,False,0.14988888888889096,False,-4.598863636363699,True,,,,,True,0.563,57.4,False
ARPAE::STA_44.1521_12.1422,ARPAE Station STA_44.1521_12.1422,44.15206,12.14217,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,33.400000000000034,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,0.5433472222222284,False,,,,,,,False,0.776,21.5,False
ARPAE::STA_44.1642_12.3927,ARPAE Station STA_44.1642_12.3927,44.16415,12.39269,ARPAE,ARPAE,0.0,2026-06-21 13:15:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.879,4.0,False
ARPAE::STA_44.1701_11.9494,ARPAE Station STA_44.1701_11.9494,44.17012,11.9494,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.684,37.0,False
ARPAE::STA_44.199_12.3948,ARPAE Station STA_44.199_12.3948,44.19901,12.39485,ARPAE,ARPAE,,,,,1020.7,2026-06-21 13:25:00+00:00,,,,,False,False,False,False,False,,,,,0.5518636363636533,False,,,,,False,0.857,7.8,False
ARPAE::STA_44.2064_12.4013,ARPAE Station STA_44.2064_12.4013,44.20645,12.40132,ARPAE,ARPAE,,,28.0,2026-06-21 13:25:00+00:00,,,,,,,False,False,False,False,False,,,-0.4684027777777776,False,,,,,,,False,0.853,8.5,False
ARPAE::STA_44.2144_11.5056,ARPAE Station STA_44.2144_11.5056,44.21436,11.50565,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,34.80000000000001,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,0.8056527777777795,False,,,,,,,False,0.472,72.7,False
ARPAE::STA_44.2146_12.4759,ARPAE Station STA_44.2146_12.4759,44.21458,12.47587,ARPAE,ARPAE,,,27.860000000000014,2026-06-21 13:25:00+00:00,,,,,,,False,False,False,False,False,,,-0.49463333333333054,False,,,,,,,False,0.839,10.8,False
ARPAE::STA_44.2148_11.433,ARPAE Station STA_44.2148_11.433,44.2148,11.43299,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.438,78.5,False
ARPAE::STA_44.2151_12.1699,ARPAE Station STA_44.2151_12.1699,44.21506,12.16992,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.777,21.4,False
ARPAE::STA_44.2157_11.2568,ARPAE Station STA_44.2157_11.2568,44.21571,11.25681,ARPAE,ARPAE,0.0,2026-06-21 13:15:00+00:00,25.5,2026-06-21 13:30:00+00:00,,,1.3,2026-06-21 13:30:00+00:00,,,False,False,False,False,False,,False,-0.9368055555555552,False,,,-0.33724999999999994,False,,,False,0.355,92.5,False
ARPAE::STA_44.2243_11.6734,ARPAE Station STA_44.2243_11.6734,44.22432,11.67342,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.55,59.7,False
ARPAE::STA_44.2252_11.3236,ARPAE Station STA_44.2252_11.3236,44.22519,11.32364,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,27.90000000000004,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,-0.487138888888881,False,,,,,,,False,0.386,87.3,False
ARPAE::STA_44.2262_11.2226,ARPAE Station STA_44.2262_11.2226,44.22625,11.22257,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,30.30000000000001,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,-0.037472222222220075,False,,,,,,,False,0.339,95.3,False
ARPAE::STA_44.2271_11.6323,ARPAE Station STA_44.2271_11.6323,44.22714,11.63234,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.53,62.9,False
ARPAE::STA_44.227_11.7378,ARPAE Station STA_44.227_11.7378,44.22699,11.73784,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,29.100000000000023,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,-0.2623055555555512,False,,,,,,,False,0.579,54.7,False
ARPAE::STA_44.2303_11.0591,ARPAE Station STA_44.2303_11.0591,44.23029,11.05908,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,31.100000000000023,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,0.11241666666667088,False,,,,,,,False,0.262,108.3,False
ARPAE::STA_44.2322_12.234,ARPAE Station STA_44.2322_12.234,44.23218,12.23401,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.796,18.1,False
ARPAE::STA_44.2492_11.5875,ARPAE Station STA_44.2492_11.5875,44.24923,11.5875,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.507,66.9,False
ARPAE::STA_44.2536_11.4254,ARPAE Station STA_44.2536_11.4254,44.2536,11.42536,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,30.0,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,-0.09368055555555552,False,,,,,,,False,0.431,79.7,False
ARPAE::STA_44.2609_11.3282,ARPAE Station STA_44.2609_11.3282,44.26086,11.32819,ARPAE,ARPAE,0.0,2026-06-21 13:00:00+00:00,29.90000000000004,2026-06-21 13:00:00+00:00,939.6,2026-06-21 13:00:00+00:00,,,,,False,False,True,False,False,,False,-0.1124166666666589,False,-16.024484848485066,True,,,,,True,0.385,87.5,True
ARPAE::STA_44.2612_11.0354,ARPAE Station STA_44.2612_11.0354,44.26117,11.03537,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.248,110.6,False
ARPAE::STA_44.2628_11.993,ARPAE Station STA_44.2628_11.993,44.26279,11.99295,ARPAE,ARPAE,0.0,2026-06-21 13:15:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.688,36.4,False
ARPAE::STA_44.2635_11.3416,ARPAE Station STA_44.2635_11.3416,44.26352,11.34155,ARPAE,ARPAE,0.0,2026-06-21 13:00:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.391,86.5,False
ARPAE::STA_44.2747_11.579,ARPAE Station STA_44.2747_11.579,44.27467,11.57899,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.499,68.2,False
ARPAE::STA_44.2878_11.1131,ARPAE Station STA_44.2878_11.1131,44.2878,11.11313,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,32.60000000000002,2026-06-21 13:30:00+00:00,,,0.7000000000000001,2026-06-21 13:30:00+00:00,,,False,False,False,False,False,,False,0.3934583333333374,False,,,-0.8431249999999999,False,,,False,0.282,104.8,False
ARPAE::STA_44.28_11.2617,ARPAE Station STA_44.28_11.2617,44.28002,11.26172,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,29.90000000000004,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,-0.1124166666666589,False,,,,,,,False,0.352,93.0,False
ARPAE::STA_44.2942_11.783,ARPAE Station STA_44.2942_11.783,44.29424,11.78295,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.588,53.2,False
ARPAE::STA_44.2977_12.1108,ARPAE Station STA_44.2977_12.1108,44.29769,12.11085,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.724,30.3,False
ARPAE::STA_44.3139_12.1602,ARPAE Station STA_44.3139_12.1602,44.31392,12.1602,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,33.60000000000002,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,0.5808194444444484,False,,,,,,,False,0.734,28.5,False
ARPAE::STA_44.3192_11.4906,ARPAE Station STA_44.3192_11.4906,44.31916,11.49065,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.452,76.2,False
ARPAE::STA_44.3332_11.7495,ARPAE Station STA_44.3332_11.7495,44.3332,11.74953,ARPAE,ARPAE,0.0,2026-06-21 13:15:00+00:00,34.51000000000005,2026-06-21 13:15:00+00:00,,,,,,,False,False,False,False,False,,False,0.7513180555555643,False,,,,,,,False,0.564,57.3,False
ARPAE::STA_44.33_12.0313,ARPAE Station STA_44.33_12.0313,44.33002,12.03134,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.681,37.5,False
ARPAE::STA_44.3454_11.7129,ARPAE Station STA_44.3454_11.7129,44.34535,11.71292,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,35.700000000000045,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,0.9742777777777859,False,,,,,,,False,0.545,60.5,False
ARPAE::STA_44.3468_11.0846,ARPAE Station STA_44.3468_11.0846,44.3468,11.08455,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,30.40000000000004,2026-06-21 13:30:00+00:00,,,1.0,2026-06-21 13:30:00+00:00,,,False,False,False,False,False,,False,-0.01873611111110338,False,,,-0.5901875,False,,,False,0.262,108.3,False
ARPAE::STA_44.3475_11.393,ARPAE Station STA_44.3475_11.393,44.34746,11.39303,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.402,84.5,False
ARPAE::STA_44.3531_12.265,ARPAE Station STA_44.3531_12.265,44.35313,12.26505,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,33.200000000000045,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,0.5058750000000083,False,,,,,,,False,0.741,27.4,False
ARPAE::STA_44.3616_11.9219,ARPAE Station STA_44.3616_11.9219,44.36161,11.92193,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,2.2,2026-06-21 13:30:00+00:00,,,False,False,False,False,False,,False,,,,,0.42156250000000023,False,,,False,0.627,46.6,False
ARPAE::STA_44.371_11.3399,ARPAE Station STA_44.371_11.3399,44.37101,11.3399,ARPAE,ARPAE,0.0,2026-06-21 10:00:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.374,89.3,False
ARPAE::STA_44.3763_11.0087,ARPAE Station STA_44.3763_11.0087,44.37632,11.00875,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,28.600000000000023,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,-0.35598611111110673,False,,,,,,,False,0.223,114.9,False
ARPAE::STA_44.39_11.4946,ARPAE Station STA_44.39_11.4946,44.38998,11.49457,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.439,78.4,False
ARPAE::STA_44.4027_11.4621,ARPAE Station STA_44.4027_11.4621,44.40274,11.46209,ARPAE,ARPAE,0.0,2026-06-21 13:15:00+00:00,34.0,2026-06-21 13:30:00+00:00,,,0.9,2026-06-21 13:30:00+00:00,,,False,False,False,False,False,,False,0.6557638888888886,False,,,-0.6745,False,,,False,0.421,81.3,False
ARPAE::STA_44.4111_11.597,ARPAE Station STA_44.4111_11.597,44.41112,11.59701,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,35.47000000000003,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,0.9311847222222269,False,,,,,,,False,0.477,71.9,False
ARPAE::STA_44.4141_11.5249,ARPAE Station STA_44.4141_11.5249,44.41408,11.52486,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.446,77.2,False
ARPAE::STA_44.4177_11.9133,ARPAE Station STA_44.4177_11.9133,44.4177,11.91331,ARPAE,ARPAE,0.0,2026-06-21 12:45:00+00:00,,,1017.5,2026-06-21 12:30:00+00:00,,,,,False,False,False,False,False,,False,,,-0.1021969696969711,False,,,,,False,0.602,50.9,False
ARPAE::STA_44.421_11.8088,ARPAE Station STA_44.421_11.8088,44.42099,11.80877,ARPAE,ARPAE,0.0,2026-06-21 12:45:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.561,57.8,False
ARPAE::STA_44.4348_11.6965,ARPAE Station STA_44.4348_11.6965,44.43479,11.69647,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.511,66.1,False
ARPAE::STA_44.4362_11.4068,ARPAE Station STA_44.4362_11.4068,44.43615,11.40684,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.389,86.8,False
ARPAE::STA_44.4403_11.1384,ARPAE Station STA_44.4403_11.1384,44.4403,11.13837,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,31.5,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,0.18736111111111103,False,,,,,,,False,0.27,106.9,False
ARPAE::STA_44.4485_11.8667,ARPAE Station STA_44.4485_11.8667,44.44853,11.86667,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,35.150000000000034,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,0.8712291666666727,False,,,,,,,False,0.572,55.9,False
ARPAE::STA_44.4501_11.7296,ARPAE Station STA_44.4501_11.7296,44.45013,11.7296,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.519,64.8,False
ARPAE::STA_44.4538_11.3652,ARPAE Station STA_44.4538_11.3652,44.45378,11.36519,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.366,90.6,False
ARPAE::STA_44.4556_11.3108,ARPAE Station STA_44.4556_11.3108,44.45556,11.31083,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,34.30000000000001,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,0.711972222222224,False,,,,,,,False,0.342,94.7,False
ARPAE::STA_44.472_11.5106,ARPAE Station STA_44.472_11.5106,44.47195,11.51056,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.423,81.0,False
ARPAE::STA_44.4756_11.2811,ARPAE Station STA_44.4756_11.2811,44.47563,11.2811,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.324,97.7,False
ARPAE::STA_44.4761_11.3256,ARPAE Station STA_44.4761_11.3256,44.47611,11.32556,ARPAE,ARPAE,0.0,2026-06-21 13:15:00+00:00,33.30000000000001,2026-06-21 13:00:00+00:00,,,,,,,False,False,False,False,False,,False,0.524611111111113,False,,,,,,,False,0.343,94.5,False
ARPAE::STA_44.4787_11.2984,ARPAE Station STA_44.4787_11.2984,44.4787,11.29836,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,32.30000000000001,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,0.337250000000002,False,,,,,,,False,0.331,96.6,False
ARPAE::STA_44.4841_11.1512,ARPAE Station STA_44.4841_11.1512,44.48405,11.15124,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.266,107.6,False
ARPAE::STA_44.4879_11.2881,ARPAE Station STA_44.4879_11.2881,44.48787,11.28812,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.324,97.7,False
ARPAE::STA_44.4908_11.221,ARPAE Station STA_44.4908_11.221,44.49076,11.22104,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.295,102.8,False
ARPAE::STA_44.4942_11.3468,ARPAE Station STA_44.4942_11.3468,44.4942,11.34677,ARPAE,ARPAE,,,34.30000000000001,2026-06-21 13:30:00+00:00,,,2.0,2026-06-21 13:30:00+00:00,,,False,False,False,False,False,,,0.711972222222224,False,,,0.25293750000000004,False,,,False,0.348,93.8,False
ARPAE::STA_44.4961_11.2001,ARPAE Station STA_44.4961_11.2001,44.49614,11.20006,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,34.33000000000004,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,0.7175930555555629,False,,,,,,,False,0.284,104.5,False
ARPAE::STA_44.4997_11.3461,ARPAE Station STA_44.4997_11.3461,44.49972,11.34611,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,35.60000000000002,2026-06-21 13:30:00+00:00,1011.7,2026-06-21 13:30:00+00:00,,,,,False,False,False,False,False,,False,0.9555416666666705,False,-1.2876818181818266,False,,,,,False,0.346,94.1,False
ARPAE::STA_44.5035_11.0036,ARPAE Station STA_44.5035_11.0036,44.50354,11.00357,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,34.54000000000002,2026-06-21 13:30:00+00:00,,,1.3,2026-06-21 13:30:00+00:00,,,False,False,False,False,False,,False,0.7569388888888924,False,,,-0.33724999999999994,False,,,False,0.196,119.4,False
ARPAE::STA_44.5083_11.0839,ARPAE Station STA_44.5083_11.0839,44.50828,11.08392,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.23,113.6,False
ARPAE::STA_44.5203_11.1678,ARPAE Station STA_44.5203_11.1678,44.5203,11.1678,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.264,107.9,False
ARPAE::STA_44.5342_11.2803,ARPAE Station STA_44.5342_11.2803,44.5342,11.2803,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.308,100.5,False
ARPAE::STA_44.534_11.3682,ARPAE Station STA_44.534_11.3682,44.53397,11.36817,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.345,94.3,False
ARPAE::STA_44.5405_11.5692,ARPAE Station STA_44.5405_11.5692,44.54052,11.56922,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.424,81.0,False
ARPAE::STA_44.5484_11.3674,ARPAE Station STA_44.5484_11.3674,44.54841,11.36743,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,35.30000000000001,2026-06-21 13:30:00+00:00,,,1.0,2026-06-21 13:30:00+00:00,,,False,False,False,False,False,,False,0.8993333333333351,False,,,-0.5901875,False,,,False,0.34,95.1,False
ARPAE::STA_44.5521_11.1966,ARPAE Station STA_44.5521_11.1966,44.55208,11.19663,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.268,107.3,False
ARPAE::STA_44.5613_12.2439,ARPAE Station STA_44.5613_12.2439,44.56128,12.24389,ARPAE,ARPAE,0.0,2026-06-21 12:45:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.649,42.9,False
ARPAE::STA_44.5635_11.844,ARPAE Station STA_44.5635_11.844,44.5635,11.84403,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,35.910000000000025,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,1.0136236111111154,False,,,,,,,False,0.513,65.9,False
ARPAE::STA_44.5653_11.717,ARPAE Station STA_44.5653_11.717,44.56532,11.71696,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.469,73.3,False
ARPAE::STA_44.571_11.5338,ARPAE Station STA_44.571_11.5338,44.57105,11.53379,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,34.48000000000002,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,0.7456972222222253,False,,,,,,,False,0.398,85.2,False
ARPAE::STA_44.5734_12.1013,ARPAE Station STA_44.5734_12.1013,44.57337,12.10134,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,34.80000000000001,2026-06-21 13:30:00+00:00,,,2.1,2026-06-21 13:30:00+00:00,,,False,False,False,False,False,,False,0.8056527777777795,False,,,0.33725000000000016,False,,,False,0.603,50.6,False
ARPAE::STA_44.6111_11.823,ARPAE Station STA_44.6111_11.823,44.61111,11.823,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.501,67.9,False
ARPAE::STA_44.6278_11.2906,ARPAE Station STA_44.6278_11.2906,44.62775,11.29056,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,34.450000000000045,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,0.740076388888897,False,,,,,,,False,0.283,104.8,False
ARPAE::STA_44.6323_11.4411,ARPAE Station STA_44.6323_11.4411,44.63232,11.44114,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,34.60000000000002,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,0.7681805555555595,False,,,,,,,False,0.34,95.1,False
ARPAE::STA_44.63_11.0275,ARPAE Station STA_44.63_11.0275,44.63005,11.02747,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,35.58000000000004,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,0.9517944444444517,False,,,,,,,False,0.174,123.1,False
ARPAE::STA_44.649_11.6501,ARPAE Station STA_44.649_11.6501,44.64899,11.65006,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.432,79.5,False
ARPAE::STA_44.6538_11.6226,ARPAE Station STA_44.6538_11.6226,44.65378,11.62264,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,35.60000000000002,2026-06-21 13:30:00+00:00,1020.3,2026-06-21 13:30:00+00:00,0.0,2026-06-21 13:30:00+00:00,,,False,False,False,False,False,,False,0.9555416666666705,False,0.4701060606060578,False,-1.4333125,False,,,False,0.421,81.4,False
ARPAE::STA_44.6539_11.2686,ARPAE Station STA_44.6539_11.2686,44.6539,11.2686,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,36.30000000000001,2026-06-21 13:30:00+00:00,,,0.4,2026-06-21 13:30:00+00:00,,,False,False,False,False,False,,False,1.0866944444444462,False,,,-1.0960625,False,,,False,0.265,107.8,False
ARPAE::STA_44.6744_11.5696,ARPAE Station STA_44.6744_11.5696,44.67442,11.56957,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.4,85.0,False
ARPAE::STA_44.6747_11.3671,ARPAE Station STA_44.6747_11.3671,44.67466,11.3671,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.307,100.6,False
ARPAE::STA_44.6767_12.2494,ARPAE Station STA_44.6767_12.2494,44.67667,12.24944,ARPAE,ARPAE,,,29.930000000000007,2026-06-21 13:15:00+00:00,1021.2,2026-06-21 13:15:00+00:00,4.5,2026-06-21 13:15:00+00:00,,,False,False,False,False,False,,,-0.10679583333333201,False,0.6540606060606243,False,2.36075,False,,,False,0.699,34.4,False
ARPAE::STA_44.6884_12.2116,ARPAE Station STA_44.6884_12.2116,44.6884,12.21161,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,33.80000000000001,2026-06-21 13:30:00+00:00,1022.5,2026-06-21 13:30:00+00:00,1.6,2026-06-21 13:30:00+00:00,,,False,False,False,False,False,,False,0.6182916666666685,False,0.91977272727274,False,-0.0843124999999999,False,,,False,0.688,36.4,False
ARPAE::STA_44.695_11.1449,ARPAE Station STA_44.695_11.1449,44.695,11.14493,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,34.860000000000014,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,0.8168944444444467,False,,,,,,,False,0.207,117.6,False
ARPAE::STA_44.718_11.5226,ARPAE Station STA_44.718_11.5226,44.71796,11.52265,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.384,87.7,False
ARPAE::STA_44.7466_11.7464,ARPAE Station STA_44.7466_11.7464,44.74656,11.74639,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.49,69.7,False
ARPAE::STA_44.7828_11.3702,ARPAE Station STA_44.7828_11.3702,44.78278,11.37016,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,,,,,,,,,False,False,False,False,False,,False,,,,,,,,,False,0.318,98.8,False
ARPAE::STA_44.8138_12.2483,ARPAE Station STA_44.8138_12.2483,44.81376,12.24834,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,31.5,2026-06-21 13:30:00+00:00,,,3.0,2026-06-21 13:30:00+00:00,,,False,False,False,False,False,,False,0.18736111111111103,False,,,1.0960625000000002,False,,,False,0.729,29.5,False
ARPAE::STA_44.8261_11.1258,ARPAE Station STA_44.8261_11.1258,44.82606,11.12578,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,35.48000000000002,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,0.9330583333333363,False,,,,,,,False,0.213,116.5,False
ARPAE::STA_44.8319_11.4544,ARPAE Station STA_44.8319_11.4544,44.83186,11.45436,ARPAE,ARPAE,0.0,2026-06-21 13:30:00+00:00,35.07000000000005,2026-06-21 13:30:00+00:00,,,,,,,False,False,False,False,False,,False,0.8562402777777868,False,,,,,,,False,0.359,91.9,False
